"additional_costs";"brand";"brand_logo";"category";"category_path";"condition";"description";"description_short";"color_primary";"sku";"in_stock";"in_stock_amount";"keywords";"link";"price";"price_old";"priority";"terms_conditions";"title";"price_shipping";"delivery_time";"delivery_description";"size";"size_description";"material_description";"model";"gender_target";"ean";"google_category_id";"longitude";"latitude";"currency";"unit_price_measure";"unit_price_measure_unit";"unit_price_base_measure";"google_category_path";"image_small";"image_medium";"image_large";"image_default"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Een puzzel uit de prachtige lijn van Premium Quality-puzzels van Schmidt. Door de zeer nauwkeurig gesneden stukjes zijn de puzzels na gebruik met 2 vingers op te tillen en ingelijst aan de muur te hangen. De puzzel bestaat uit 1000 stukjes en garandeert vele uren puzzelplezier!";"";"";"SCH-58546";"";"56";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=96c3221c62c4054f9b3090d7f42cca27&dl=product%2Fmorning-magic-at-the-lake1000-stukjes%2F4001504585464&ws=";"19.99";"19.99";"0";"";"Morning magic at the lake,1000 stukjes - Puzzel";"4.99";"2";"";"37.3 x 27.2 x 5.7 cm";"";"";"";"";"4001504585464";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/58546_Terry_Redlin_72ppi_Packshot-c1884a09.png";"";"https://cdn3.999games.nl/b2c/source_images/58546_Terry_Redlin_72ppi_Packshot-c1884a09.png"
"0";"999 Games";"";"Spellen";"Speelgoed en spellen|Spellen";"new";"De kinderversie van het populaire en superverslavende dobbelspel! Dobbelstenen kiezen, dierenverblijven aankruisen en kolommen vullen om waardevolle punten te verdienen. Eenvoudig en vrolijk dobbelspel voor kinderen vanaf 5 jaar.";"";"";"999-KEE07";"";"12213";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=36f2b120db1a8e06b3e9775e5e59a3cd&dl=product%2Fkeer-op-keer-kids%2F8720289470128&ws=";"16.99";"16.99";"0";"";"Keer op Keer Kids - Dobbelspel";"4.99";"2";"";"17,8 x 12,8 x 4 cm";"";"";"";"";"8720289470128";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"";"https://cdn3.999games.nl/b2c/source_images/Keer-op-Keer-Kids_L-ShvJ.png";"";"https://cdn3.999games.nl/b2c/source_images/Keer-op-Keer-Kids_L-ShvJ.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Word deel van het sprookjesboek en ga drie uitdagingen aan: kies je sprookjesfiguren, stel hen in een slagenspel op de proef en verzamel waardevolle punten om je verhaal te voltooien. Lukt het jou om alle drie hoofdstukken succesvol te doorstaan?";"";"";"999-CPT01";"";"5596";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=b742563bebb3c919ddec972ce4a5da4e&dl=product%2F3-chapters%2F8720289478742&ws=";"16.99";"16.99";"0";"";"3 Chapters - Kaartspel";"4.99";"2";"";"16.9 x 12.6 x 3.5 cm";"";"";"";"";"8720289478742";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/3-Chapters_L.png";"";"https://cdn3.999games.nl/b2c/source_images/3-Chapters_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Premium Quality-puzzels voor volwassenenDeze puzzels, die in verschillende formaten verkrijgbaar zijn, zijn van de hoogste kwaliteit. De stukjes zijn zo fijn gesneden dat ze naadloos aan elkaar passen. De prachtige afbeeldingen van verschillende topartiesten kunnen elke slaap- of woonkamermuur verfraaien. Met deze Premium Quality-puzzels wordt puzzelen pas echt genieten!";"";"";"SCH-58530";"";"5";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=f6e0551f0582e138d827513af9801e8e&dl=product%2Fnew-york-loon-lake-1000-stukjes%2F4001504585303&ws=";"19.99";"19.99";"0";"";"New York Loon Lake - 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504585303";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/58530_Packshot.png";"";"https://cdn3.999games.nl/b2c/source_images/58530_Packshot.png"
"0";"999 Games";"";"Spellen";"Speelgoed en spellen|Spellen";"new";"Dobbelspel voor de echte gokliefhebber. Dobbel zoveel mogelijk gelijke symbolen en scoor als eerste 6000 punten. Hoe meer gelijken, hoe meer punten, waarbij goud en diamanten bonussen opleveren. Met spannend piratenthema.";"";"";"999-DUI01";"";"24856";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=aadc798b58e15f7e2f07cc63a5029551&dl=product%2F1000-bommen-granaten%2F8719214424725&ws=";"16.99";"16.99";"0";"";"1000 Bommen&Granaten! - Dobbelspel";"4.99";"2";"";"13,2 x 13,2 x 4,2 cm";"";"";"";"";"8719214424725";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"";"https://cdn3.999games.nl/b2c/source_images/1000Bommen-Granaten.png";"";"https://cdn3.999games.nl/b2c/source_images/1000Bommen-Granaten.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Speel 10 kaarten en incasseer zo min mogelijk minpunten. Omdat iedereen dat tegelijk doet, ontstaan er verrassende situaties. Deze editie ter gelegenheid van het 30-jarige bestaan van Take 5! biedt naast het bekende basisspel ook een volledig nieuwe coöperatieve variant: neem het tegen de buffel op en schuif hem met behulp van de speciale kaarten zoveel mogelijk minpunten toe. Kunnen jullie hem verslaan? Vier extra, door Take 5!-liefhebbers bedachte, speciale kaarten zorgen voor nog meer variatie!";"";"";"999-TAK03";"";"1292";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=ce209eb212254b78876fd235f0da02e0&dl=product%2Ftake-5-jubileum-editie%2F8720289475468&ws=";"19.99";"19.99";"0";"";"Take 5! Jubileum Editie - Kaartspel";"4.99";"2";"";"11,8 x 15,9 x 4,5 cm";"";"";"";"";"8720289475468";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Take5-Jubileumeditie_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Take5-Jubileumeditie_L.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"9 nieuwe scenario's voor Catan voor nog meer variatie. Bouw schepen en ontdek nieuwe eilanden. Basisspel vereist.";"";"";"999-KOL03B";"";"1032";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=0045dbf2a970683baf00fc27dee25606&dl=product%2Fcatan-uitbreiding-zeevaarders%2F8717249196259&ws=";"36.99";"36.99";"0";"";"Catan: Uitbreiding Zeevaarders - Bordspel";"4.99";"2";"";"29,7 x 29,7 x 7,2 cm";"";"";"";"";"8717249196259";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/Catan---ZeevaardersL.png";"";"https://cdn3.999games.nl/b2c/source_images/Catan---ZeevaardersL.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Verdeel de buit van een bankoverval! Maar pas op… Bendeleider Blasting Billy is inhalig en wil meer buit dan jij. Je overleeft alleen als je de bendeleider meer gunt dan jezelf. Verder is het ieder voor zich. Wie de meeste punten pakt en Blasting Billy overleeft, wint het spel!";"";"";"999-BLA01";"";"2185";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=2136894836563db9cc26c262a3336d0a&dl=product%2Fblasting-billy%2F8720289473280&ws=";"12.99";"12.99";"0";"";"Blasting Billy - Kaartspel";"4.99";"2";"";"12,3 x 9,7 x 2,1 cm";"";"";"";"";"8720289473280";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Blasting-Billy_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Blasting-Billy_L.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"De grote sprong in de wereld van CATAN:  Het basisspel, de uitbreiding voor 5 en 6 spelers en 5 avontuurlijke scenario’s in 1 doos!";"";"";"999-KOL49E";"";"5602";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=8c14663b5b974d23a4ff418ef1dc9ee5&dl=product%2Fcatan-big-box%2F8720289475819&ws=";"84.99";"84.99";"0";"";"Catan: Big Box - Bordspel";"0";"2";"";"43 x 30.5 x 10.0 cm";"";"";"";"";"8720289475819";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/Catan---Big-Box-2023_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Catan---Big-Box-2023_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Puzzel met 1000 stukjes, afbeelding van de reclame""polar bear drinking cola""ijsberen die flesjes Cola hebben gevonden.";"";"";"SCH-59913";"";"20";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=d50c70d1d8fd377840699d16da804aa9&dl=product%2Fcoca-cola-ijsberen-1000-stukjes%2F4001504599133&ws=";"19.99";"19.99";"0";"";"Coca Cola IJsberen, 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504599133";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/59913_Coca_Cola_Polarbaeren_Schmidt_Puzzle_1000_Teile_72ppi_Packshot-df6c9555.png";"";"https://cdn3.999games.nl/b2c/source_images/59913_Coca_Cola_Polarbaeren_Schmidt_Puzzle_1000_Teile_72ppi_Packshot-df6c9555.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Panoramapuzzel van 1000 stukjes van een prachtig stukje natuur in  Queensland Australië, gemaakt door de de fotograaf Mark Gray. Bevat 1000 stukjes en is geschikt vanaf 12 jaar.";"";"";"SCH-59286";"";"311";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=7e5edb390752e74a712bbe802317645c&dl=product%2Fmossman-gorge-queensland-australia-1000-stukjes%2F4001504592868&ws=";"19.99";"19.99";"0";"";"Mossman Gorge, Queensland, Australia, 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 17 x 8,4 cm";"";"";"";"";"4001504592868";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/59286_Packshot.png";"";"https://cdn3.999games.nl/b2c/source_images/59286_Packshot.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Leg Alle Minpunten Af! De naam is het motto: raak je kaarten kwijt om zo min mogelijk fiches te ontvangen. Pas je of hoop je een passende kaart te trekken? Dat beslis je zelf! Uiteindelijk wint de speler die het beste de minpunten kan ontwijken. L.A.MA is een vlott en eenvoudig kaartspel en won daarom Speelgoed van Het Jaar in 2020.";"";"";"999-LAM01";"";"60841";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=4ff241158a0d377a8b0395f79efe8189&dl=product%2Flama%2F8719214426941&ws=";"12.99";"12.99";"0";"";"LAMA - Kaartspel";"4.99";"2";"";"12,3 x 9,7 x 2 cm";"";"";"";"";"8719214426941";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/LAMA_L-ShvJ.png";"";"https://cdn3.999games.nl/b2c/source_images/LAMA_L-ShvJ.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Vlot kaartspel met 6 symbolen in 6 kleuren, gebaseerd op het veelbekroonde legspel Qwirkle. Combineer en ruil kaarten, en probeer series van 6 te vormen. Leuk voor het hele gezin!";"";"";"999-QWI04";"";"10018";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=18e6ebea0fd57530e8a05e7b71e8a00a&dl=product%2Fqwirkle-cards%2F8717249190028&ws=";"12.99";"12.99";"0";"";"Qwirkle Cards - Kaartspel";"4.99";"2";"";"12,3 x 9,7 x 2 cm";"";"";"";"";"8717249190028";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Qwirkle-Cards.png";"";"https://cdn3.999games.nl/b2c/source_images/Qwirkle-Cards.png"
"0";"null";"";"Spellen";"Speelgoed en spellen|Spellen";"new";"Een complete set nieuwe potloden voor de fanatieke Pick a Pen Tuinen spelers.";"";"";"999-PAP01K";"";"598";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=58b814b8f2d2e99a7f102deb494b65a8&dl=product%2Fpick-a-pen-tuinen-set-potloden%2F8720289476670&ws=";"5.99";"5.99";"0";"";"Pick a Pen Tuinen - Set Potloden - Dobbelspel";"4.99";"2";"";"null";"";"";"";"";"8720289476670";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"";"https://cdn3.999games.nl/b2c/source_images/Pick-a-Pen-Tuinen-losse-potloden-verpakt.png";"";"https://cdn3.999games.nl/b2c/source_images/Pick-a-Pen-Tuinen-losse-potloden-verpakt.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"In Lamaland leg je hoog in de bergen akkers aan. Door cacao, maïs en aardappelen te verbouwen kun je lama’s kopen en met dorpelingen samenwerken. Lama’s geven punten, maar hoe meer lama’s je in bezit krijgt, des te moeilijker wordt het om je akkers verder uit te breiden. Wie wordt de beste boer in het hooggebergte?";"";"";"999-LLA01";"";"533";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=0082a9a8e748610aa50ad08f3d1255ca&dl=product%2Flamaland%2F8720289470913&ws=";"29.99";"29.99";"0";"";"Lamaland - Bordspel";"4.99";"2";"";"27,5 x 19 x 6,8 cm";"";"";"";"";"8720289470913";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/Lamaland_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Lamaland_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Puzzel om weg te dromen in het universum. Deze puzzel laat je de magie van het dromen zien. Puzzel bevat 1000 stukjes, leeftijd vanaf 12 jaar.";"";"";"SCH-58212";"";"17";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=dd5e5ada528190a0538761379bb3b39d&dl=product%2Fdroom-in-het-universum-1000-stukjes%2F4001504582128&ws=";"19.99";"19.99";"0";"";"Droom in het universum, 1000 stukjes - Puzzel";"4.99";"2";"";"37,30 x 27,20 x 5,70 cm";"";"";"";"";"4001504582128";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/Dream-in-the-Universe-1000pcs-NEWWEB.png";"";"https://cdn3.999games.nl/b2c/source_images/Dream-in-the-Universe-1000pcs-NEWWEB.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Combineren en reageren! Pak zo snel mogelijk het juiste voorwerp van tafel. De manier waarop dit wordt bepaald, verschilt per kaart. De stevige houten figuren gaan nooit kapot en zorgen voor extra sfeer.";"";"";"999-VLO01";"";"9704";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=d227ce0e396924a8dc680002080468c7&dl=product%2Fvlotte-geesten%2F8717249194217&ws=";"16.99";"16.99";"0";"";"Vlotte Geesten - Kaartspel";"4.99";"2";"";"13 x 13 x 4 cm";"";"";"";"";"8717249194217";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Vlotte-Geesten_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Vlotte-Geesten_L.png"
"0";"999 Games";"";"Spellen";"Speelgoed en spellen|Spellen";"new";"Vrolijk actiespel voor het hele gezin Zet zo snel mogelijk 5 gekleurde bekers op of naast elkaar zoals de kaart aangeeft. Nu met het basisspel en de uitbreiding inéén doos.";"";"";"999-CRA10";"";"9183";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=d5f195733328004183e6343b0d0c5a22&dl=product%2Fstapelgekke-speed-cups-6-spelers%2F8719214428976&ws=";"19.99";"19.99";"0";"";"Stapelgekke Speed Cups 6 spelers - Actiespel";"4.99";"2";"";"26,7 x 26,7 x 5,8 cm";"";"";"";"";"8719214428976";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"";"https://cdn3.999games.nl/b2c/source_images/Stapelgekke-Speed-Cups-New_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Stapelgekke-Speed-Cups-New_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Kijk uit! Afbeelding op de doos is niet hetzelfde als de afbeelding van de puzzel! Kun jij de 15 ontbrekende dingen vinden? Leg de puzzel en ontdek nog veel meer details op de foto!Met  oplossingsblad.";"";"";"SCH-59919";"";"38";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=08035683bc933d35d4323c62a2f9afc7&dl=product%2Faan-de-keukentafel-1000-stukjes%2F4001504599195&ws=";"19.99";"19.99";"0";"";"Aan de keukentafel, 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504599195";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/59919_Packshot.png";"";"https://cdn3.999games.nl/b2c/source_images/59919_Packshot.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"Bestuur in dit coöperatieve bordspel voor 2 spelers een passagiersvliegtuig en vorm een team piloten! Coördineer je acties en probeer je vliegtuig succesvol te laten landen. Voel alle spanning vanuit de cockpit. Ontdek van Montreal tot Tokio 11 vliegvelden en 21 spannende scenario’s, die op ware landingscondities zijn gebaseerd. Wind, brandstoflekkage, verkeer, ijs... Elk vliegveld heeft zijn eigen unieke uitdagingen!";"";"";"999-SKT01";"";"5395";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=da8084b2f352d2d0fae3da6bdd791aa7&dl=product%2Fsky-team%2F8720289477462&ws=";"29.99";"29.99";"0";"";"Sky Team - Bordspel";"4.99";"2";"";"25,5x18,5x5cm";"";"";"";"";"8720289477462";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/SkyTeam_SvhJ-NSPwinnaar.png";"";"https://cdn3.999games.nl/b2c/source_images/SkyTeam_SvhJ-NSPwinnaar.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"Maak een nieuwe start met Paleo! Deze uitbreiding speelt zich 1000 jaar na het basisspel af. Jouw stam maakt zich klaar voor de verandering van jagers en verzamelaars naar landbouw en veeteelt. Maar het gevaar blijft. Nieuwe stammen zijn vriend of vijand. En vrees de toorn van de vuurgod!";"";"";"999-PAL02";"";"13";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=d4e6c3a41cdcf9ab40e7c6d1eb3ec46c&dl=product%2Fpaleo-uitbreiding-een-nieuwe-start%2F8720289471651&ws=";"29.99";"29.99";"0";"";"Paleo Uitbreiding: Een nieuwe start - Bordspel";"4.99";"2";"";"25 x 25 x 5,3 cm";"";"";"";"";"8720289471651";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/Paleo_Uitbreiding_EenNieuweStart_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Paleo_Uitbreiding_EenNieuweStart_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Disney, Maleficent 1000 stukjes - Puzzel";"";"";"SCH-58029";"";"201";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=14fb64cd83e73c594f70b0900172f671&dl=product%2Fdisney-maleficent-1000-stukjes%2F4001504580292&ws=";"19.99";"19.99";"0";"";"Disney, Maleficent 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504580292";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/58029__Disney_Dreams_Collection_Maleficent_Puzzle_1000_Teile_72ppi_Packshot-0cc111f2.png";"";"https://cdn3.999games.nl/b2c/source_images/58029__Disney_Dreams_Collection_Maleficent_Puzzle_1000_Teile_72ppi_Packshot-0cc111f2.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"In de prachtige lijn van Premium Quality-puzzels van Schmidt brengt Thomas Kinkade, de“painter of light”, de sfeer van verschillende Disney-verhalen perfect over. Door de zeer nauwkeurig gesneden stukjes zijn de puzzels na gebruik met 2 vingers op te tillen en ingelijst aan de muur te hangen. De  puzzel bestaat uit 1000 stukjes en garandeert vele uren puzzelplezier!";"";"";"SCH-59938";"";"168";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=c0d70b3a2d7218eca8fa903395d56dba&dl=product%2Fdisney-mickey-minnie-in-de-alpen-1000-stukjes%2F4001504599386&ws=";"19.99";"19.99";"0";"";"Disney Mickey&Minnie in de Alpen, 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504599386";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/59938_box.png";"";"https://cdn3.999games.nl/b2c/source_images/59938_box.png"
"0";"999 Games";"";"Spellen";"Speelgoed en spellen|Spellen";"new";"Ontdek 24 dagen lang spannende puzzels in de EXIT Adventskalender - De Verdwenen Hollywood-Ster. Deze bijzondere adventskalender combineert een meeslepend avonturenverhaal met slimme ontsnappingsspellen. Duik in de wereld van Hollywood en gebruik je speurvaardigheden om het mysterie van de verdwenen ster op te lossen.";"";"";"999-EXI27";"";"3592";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=ee3706a398bdef51ab0f3ec88d77667a&dl=product%2Fexit-adventskalender-de-verdwenen-hollywood-ster%2F8720289478636&ws=";"49.99";"49.99";"0";"";"Exit: Adventskalender: De verdwenen Hollywood-ster - Breinbreker";"0";"2";"";"45.1 x 32.8 x 5.4 cm";"";"";"";"";"8720289478636";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"";"https://cdn3.999games.nl/b2c/source_images/EXIT-Adventskalender-De-Verdwenen-Hollywoodster_L.png";"";"https://cdn3.999games.nl/b2c/source_images/EXIT-Adventskalender-De-Verdwenen-Hollywoodster_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Een puzzel uit de prachtige lijn van Premium Quality-puzzels van Schmidt. Door de zeer nauwkeurig gesneden stukjes zijn de puzzels na gebruik met 2 vingers op te tillen en ingelijst aan de muur te hangen. De puzzel bestaat uit 1000 stukjes en garandeert vele uren puzzelplezier!";"";"";"SCH-58534";"";"16";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=df120926a65f0529132560bd7fdaf9e5&dl=product%2Fjohn-deere-boederij-met-tractor-1000-stukjes%2F4001504585341&ws=";"19.99";"19.99";"0";"";"John Deere, Boederij met Tractor, 1000 stukjes - Puzzel";"4.99";"2";"";"37.3 x 27.2 x 5.7 cm";"";"";"";"";"4001504585341";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/58534_John_Deere_Bauernhof_mit_Traktor_5050E_Puzzle_1000_Teile_72ppi_Packshot-534ace59.png";"";"https://cdn3.999games.nl/b2c/source_images/58534_John_Deere_Bauernhof_mit_Traktor_5050E_Puzzle_1000_Teile_72ppi_Packshot-534ace59.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"Reis terug naar het oude Moskou en ga de uitdaging aan om St. Basil's kathedraal te bouwen in""De Rode Kathedraal""! In dit strategische bordspel nemen spelers de rol aan van bouwteams die om de gunst van Ivan de Verschrikkelijke strijden. Werk samen, wijs delen van de kathedraal toe, stuur middelen en bouwsecties, maar pas op - slechtséén speler zal de gunst van de tsaar winnen. Dit spel is een eerbetoon aan de iconische Russische kunstenaar Ivan Bilibin en belooft een meeslepende ervaring van bouwen en strategie.";"";"";"999-DRK01";"";"1515";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=0750f961ab8816d46a342a6afa38bc3b&dl=product%2Fde-rode-kathedraal%2F8720289477547&ws=";"29.99";"29.99";"0";"";"De Rode Kathedraal - Bordspel";"4.99";"2";"";"23 x 18 x 5 cm";"";"";"";"";"8720289477547";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/De-Rode-Kathedraal_L.png";"";"https://cdn3.999games.nl/b2c/source_images/De-Rode-Kathedraal_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Een puzzel uit de prachtige lijn van Premium Quality-puzzels van Schmidt. Door de zeer nauwkeurig gesneden stukjes zijn de puzzels na gebruik met 2 vingers op te tillen en ingelijst aan de muur te hangen. De  puzzel bestaat uit 2000 stukjes en garandeert vele uren puzzelplezier!";"";"";"SCH-59607";"";"946";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=177eab59ea271acc45307ff1cb27544c&dl=product%2Fdisney-dreams-collection-2000-stukjes%2F4001504596071&ws=";"34.99";"34.99";"0";"";"Disney Dreams Collection, 2000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504596071";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/59607_Packshot.png";"";"https://cdn3.999games.nl/b2c/source_images/59607_Packshot.png"
